cycle_id,position,gid,role,cluster_id,is_seed,priority_score,bottleneck_kzt,path
13,2,100000003701161100,peripheral,24,False,0.6871,220000.0,100000002267998100 → 100000003701161100 → 100000002267998100
14,1,100000004299488100,consolidator,1,False,0.900693,204999.0,100000004299488100 → 100000007055802100 → 100000004299488100
14,2,100000007055802100,consolidator,1,False,0.802891,204999.0,100000004299488100 → 100000007055802100 → 100000004299488100
15,1,100000002267998100,peripheral,24,False,0.620385,200000.0,100000002267998100 → 100000003718221100 → 100000002267998100
15,2,100000003718221100,peripheral,24,False,0.624383,200000.0,100000002267998100 → 100000003718221100 → 100000002267998100
16,1,100000003299365100,transit,4,False,0.635334,200000.0,100000003299365100 → 100000003684369100 → 100000003299365100
16,2,100000003684369100,distributor,4,True,0.844489,200000.0,100000003299365100 → 100000003684369100 → 100000003299365100
17,1,100000004135268100,transit,53,False,0.653167,200000.0,100000004135268100 → 100000004979498100 → 100000008571433100 → 100000004135268100
17,2,100000004979498100,peripheral,53,False,0.40903,200000.0,100000004135268100 → 100000004979498100 → 100000008571433100 → 100000004135268100
17,3,100000008571433100,peripheral,53,True,0.420578,200000.0,100000004135268100 → 100000004979498100 → 100000008571433100 → 100000004135268100
18,1,100000000201868100,transit,55,False,0.508343,190000.0,100000000201868100 → 100000006069103100 → 100000000201868100
18,2,100000006069103100,transit,55,False,0.789976,190000.0,100000000201868100 → 100000006069103100 → 100000000201868100
19,1,100000002224132100,peripheral,25,False,0.587779,180300.0,100000002224132100 → 100000004892144100 → 100000002224132100
19,2,100000004892144100,peripheral,25,False,0.519762,180300.0,100000002224132100 → 100000004892144100 → 100000002224132100
20,1,100000004759121100,consolidator,1,False,0.883361,175000.0,100000004759121100 → 100000006844768100 → 100000004759121100
20,2,100000006844768100,peripheral,1,False,0.557874,175000.0,100000004759121100 → 100000006844768100 → 100000004759121100
21,1,100000000291906100,transit,51,False,0.731549,160354.0,100000000291906100 → 100000004670388100 → 100000000291906100
21,2,100000004670388100,peripheral,51,False,0.474146,160354.0,100000000291906100 → 100000004670388100 → 100000000291906100
22,1,100000002738256100,transit,53,False,0.500652,150200.0,100000002738256100 → 100000004135268100 → 100000002738256100
22,2,100000004135268100,transit,53,False,0.653167,150200.0,100000002738256100 → 100000004135268100 → 100000002738256100
23,1,100000003237045100,peripheral,5,False,0.378436,150000.0,100000003237045100 → 100000006579678100 → 100000003237045100
23,2,100000006579678100,peripheral,5,False,0.612203,150000.0,100000003237045100 → 100000006579678100 → 100000003237045100
24,1,100000004135268100,transit,53,False,0.653167,150000.0,100000004135268100 → 100000008571433100 → 100000004135268100
24,2,100000008571433100,peripheral,53,True,0.420578,150000.0,100000004135268100 → 100000008571433100 → 100000004135268100
25,1,100000000673868100,peripheral,31,False,0.539021,149500.0,100000000673868100 → 100000008258083100 → 100000000673868100
25,2,100000008258083100,peripheral,31,False,0.670223,149500.0,100000000673868100 → 100000008258083100 → 100000000673868100
26,1,100000000838385100,peripheral,29,False,0.505007,145000.0,100000000838385100 → 100000008213966100 → 100000000838385100
26,2,100000008213966100,peripheral,29,False,0.608422,145000.0,100000000838385100 → 100000008213966100 → 100000000838385100
27,1,100000004017410100,peripheral,35,False,0.543213,141000.0,100000004017410100 → 100000005519998100 → 100000004017410100
27,2,100000005519998100,transit,35,False,0.710319,141000.0,100000004017410100 → 100000005519998100 → 100000004017410100
28,1,100000003635170100,transit,34,False,0.864708,138500.0,100000003635170100 → 100000004209339100 → 100000003635170100
28,2,100000004209339100,peripheral,34,False,0.568252,138500.0,100000003635170100 → 100000004209339100 → 100000003635170100
29,1,100000004820260100,transit,16,False,0.712458,135850.0,100000004820260100 → 100000005339662100 → 100000004820260100
29,2,100000005339662100,peripheral,16,False,0.669312,135850.0,100000004820260100 → 100000005339662100 → 100000004820260100
30,1,100000000661912100,consolidator,7,False,0.87446,126000.0,100000000661912100 → 100000003131016100 → 100000000661912100
30,2,100000003131016100,peripheral,7,False,0.448537,126000.0,100000000661912100 → 100000003131016100 → 100000000661912100
31,1,100000001380054100,peripheral,30,False,0.454871,120000.0,100000001380054100 → 100000006232815100 → 100000001380054100
31,2,100000006232815100,peripheral,30,True,0.322897,120000.0,100000001380054100 → 100000006232815100 → 100000001380054100
32,1,100000003701161100,peripheral,24,False,0.6871,120000.0,100000003701161100 → 100000003718221100 → 100000003701161100
32,2,100000003718221100,peripheral,24,False,0.624383,120000.0,100000003701161100 → 100000003718221100 → 100000003701161100
33,1,100000002267998100,peripheral,24,False,0.620385,120000.0,100000002267998100 → 100000003701161100 → 100000003718221100 → 100000002267998100
33,2,100000003701161100,peripheral,24,False,0.6871,120000.0,100000002267998100 → 100000003701161100 → 100000003718221100 → 100000002267998100
33,3,100000003718221100,peripheral,24,False,0.624383,120000.0,100000002267998100 → 100000003701161100 → 100000003718221100 → 100000002267998100
34,1,100000002267998100,peripheral,24,False,0.620385,120000.0,100000002267998100 → 100000003718221100 → 100000003701161100 → 100000002267998100
34,2,100000003718221100,peripheral,24,False,0.624383,120000.0,100000002267998100 → 100000003718221100 → 100000003701161100 → 100000002267998100
34,3,100000003701161100,peripheral,24,False,0.6871,120000.0,100000002267998100 → 100000003718221100 → 100000003701161100 → 100000002267998100
35,1,100000000673868100,peripheral,31,False,0.539021,115000.0,100000000673868100 → 100000007442518100 → 100000008258083100 → 100000000673868100
35,2,100000007442518100,peripheral,31,False,0.699855,115000.0,100000000673868100 → 100000007442518100 → 100000008258083100 → 100000000673868100
35,3,100000008258083100,peripheral,31,False,0.670223,115000.0,100000000673868100 → 100000007442518100 → 100000008258083100 → 100000000673868100
36,1,100000003016635100,distributor,5,True,0.825536,110723.0,100000003016635100 → 100000005287097100 → 100000003016635100
36,2,100000005287097100,distributor,5,False,0.867304,110723.0,100000003016635100 → 100000005287097100 → 100000003016635100
37,1,100000003001661100,peripheral,29,False,0.453545,110000.0,100000003001661100 → 100000007382543100 → 100000003001661100
37,2,100000007382543100,peripheral,29,False,0.567668,110000.0,100000003001661100 → 100000007382543100 → 100000003001661100
38,1,100000001857829100,coordinator,7,False,0.945212,100000.0,100000001857829100 → 100000003880331100 → 100000001857829100
38,2,100000003880331100,distributor,7,False,0.661355,100000.0,100000001857829100 → 100000003880331100 → 100000001857829100
39,1,100000004407753100,peripheral,29,False,0.390547,100000.0,100000004407753100 → 100000007382543100 → 100000004407753100
39,2,100000007382543100,peripheral,29,False,0.567668,100000.0,100000004407753100 → 100000007382543100 → 100000004407753100
40,1,100000001857829100,coordinator,7,False,0.945212,100000.0,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000001857829100
40,2,100000003880331100,distributor,7,False,0.661355,100000.0,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000001857829100
40,3,100000008603629100,coordinator,7,False,0.981072,100000.0,100000001857829100 → 100000003880331100 → 100000008603629100 → 100000001857829100
41,1,100000002224132100,peripheral,25,False,0.587779,100000.0,100000002224132100 → 100000004603109100 → 100000004892144100 → 100000002224132100
41,2,100000004603109100,peripheral,25,False,0.566145,100000.0,100000002224132100 → 100000004603109100 → 100000004892144100 → 100000002224132100
41,3,100000004892144100,peripheral,25,False,0.519762,100000.0,100000002224132100 → 100000004603109100 → 100000004892144100 → 100000002224132100
42,1,100000001732159100,peripheral,41,True,0.582587,95000.0,100000001732159100 → 100000008314203100 → 100000001732159100
42,2,100000008314203100,peripheral,41,True,0.499081,95000.0,100000001732159100 → 100000008314203100 → 100000001732159100
43,1,100000000594783100,peripheral,25,False,0.475054,92500.0,100000000594783100 → 100000004603109100 → 100000002224132100 → 100000000594783100
43,2,100000004603109100,peripheral,25,False,0.566145,92500.0,100000000594783100 → 100000004603109100 → 100000002224132100 → 100000000594783100
43,3,100000002224132100,peripheral,25,False,0.587779,92500.0,100000000594783100 → 100000004603109100 → 100000002224132100 → 100000000594783100
44,1,100000000594783100,peripheral,25,False,0.475054,92500.0,100000000594783100 → 100000004603109100 → 100000004892144100 → 100000002224132100 → 100000000594783100
44,2,100000004603109100,peripheral,25,False,0.566145,92500.0,100000000594783100 → 100000004603109100 → 100000004892144100 → 100000002224132100 → 100000000594783100
44,3,100000004892144100,peripheral,25,False,0.519762,92500.0,100000000594783100 → 100000004603109100 → 100000004892144100 → 100000002224132100 → 100000000594783100
44,4,100000002224132100,peripheral,25,False,0.587779,92500.0,100000000594783100 → 100000004603109100 → 100000004892144100 → 100000002224132100 → 100000000594783100
45,1,100000008748914100,distributor,4,False,0.654437,85000.0,100000008748914100 → 100000008762832100 → 100000008748914100
45,2,100000008762832100,peripheral,4,False,0.357218,85000.0,100000008748914100 → 100000008762832100 → 100000008748914100
46,1,100000003923946100,peripheral,9,False,0.487183,82000.0,100000003923946100 → 100000003977183100 → 100000003923946100
46,2,100000003977183100,peripheral,9,True,0.4358,82000.0,100000003923946100 → 100000003977183100 → 100000003923946100
47,1,100000008659445100,peripheral,44,True,0.402997,77300.0,100000008659445100 → 100000008736940100 → 100000008659445100
47,2,100000008736940100,peripheral,44,False,0.505555,77300.0,100000008659445100 → 100000008736940100 → 100000008659445100
48,1,100000008193577100,peripheral,44,False,0.477388,77300.0,100000008193577100 → 100000008736940100 → 100000008659445100 → 100000008193577100
48,2,100000008736940100,peripheral,44,False,0.505555,77300.0,100000008193577100 → 100000008736940100 → 100000008659445100 → 100000008193577100
48,3,100000008659445100,peripheral,44,True,0.402997,77300.0,100000008193577100 → 100000008736940100 → 100000008659445100 → 100000008193577100
49,1,100000001677929100,peripheral,11,False,0.527049,76777.0,100000001677929100 → 100000002394199100 → 100000001677929100
49,2,100000002394199100,peripheral,11,False,0.386466,76777.0,100000001677929100 → 100000002394199100 → 100000001677929100
50,1,100000001697501100,distributor,2,False,0.659253,73700.0,100000001697501100 → 100000002578405100 → 100000001697501100
50,2,100000002578405100,distributor,2,False,0.700712,73700.0,100000001697501100 → 100000002578405100 → 100000001697501100
51,1,100000008659445100,peripheral,44,True,0.402997,72600.0,100000008659445100 → 100000008751429100 → 100000008736940100 → 100000008659445100
51,2,100000008751429100,peripheral,44,False,0.478425,72600.0,100000008659445100 → 100000008751429100 → 100000008736940100 → 100000008659445100
51,3,100000008736940100,peripheral,44,False,0.505555,72600.0,100000008659445100 → 100000008751429100 → 100000008736940100 → 100000008659445100
52,1,100000008193577100,peripheral,44,False,0.477388,72600.0,100000008193577100 → 100000008751429100 → 100000008736940100 → 100000008659445100 → 100000008193577100
52,2,100000008751429100,peripheral,44,False,0.478425,72600.0,100000008193577100 → 100000008751429100 → 100000008736940100 → 100000008659445100 → 100000008193577100
52,3,100000008736940100,peripheral,44,False,0.505555,72600.0,100000008193577100 → 100000008751429100 → 100000008736940100 → 100000008659445100 → 100000008193577100
52,4,100000008659445100,peripheral,44,True,0.402997,72600.0,100000008193577100 → 100000008751429100 → 100000008736940100 → 100000008659445100 → 100000008193577100
53,1,100000004330371100,peripheral,5,False,0.591517,71700.0,100000004330371100 → 100000006534886100 → 100000004330371100
53,2,100000006534886100,peripheral,5,False,0.357698,71700.0,100000004330371100 → 100000006534886100 → 100000004330371100
54,1,100000002723538100,distributor,7,False,0.839435,70647.0,100000002723538100 → 100000008603629100 → 100000002723538100
54,2,100000008603629100,coordinator,7,False,0.981072,70647.0,100000002723538100 → 100000008603629100 → 100000002723538100
55,1,100000001616816100,peripheral,9,True,0.579875,69195.0,100000001616816100 → 100000004015047100 → 100000001616816100
55,2,100000004015047100,consolidator,9,False,0.901369,69195.0,100000001616816100 → 100000004015047100 → 100000001616816100
56,1,100000008193577100,peripheral,44,False,0.477388,67300.0,100000008193577100 → 100000008736940100 → 100000008193577100
56,2,100000008736940100,peripheral,44,False,0.505555,67300.0,100000008193577100 → 100000008736940100 → 100000008193577100
57,1,100000008193577100,peripheral,44,False,0.477388,67300.0,100000008193577100 → 100000008751429100 → 100000008736940100 → 100000008193577100
57,2,100000008751429100,peripheral,44,False,0.478425,67300.0,100000008193577100 → 100000008751429100 → 100000008736940100 → 100000008193577100
57,3,100000008736940100,peripheral,44,False,0.505555,67300.0,100000008193577100 → 100000008751429100 → 100000008736940100 → 100000008193577100
58,1,100000000437046100,coordinator,1,False,0.977091,66404.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000004351795100 → 100000000437046100
58,2,100000004070318100,distributor,1,False,0.879738,66404.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000004351795100 → 100000000437046100
58,3,100000006866783100,distributor,1,True,0.830206,66404.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000004351795100 → 100000000437046100
58,4,100000004351795100,coordinator,1,False,0.884742,66404.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000004351795100 → 100000000437046100
59,1,100000004070318100,distributor,1,False,0.879738,64725.0,100000004070318100 → 100000006866783100 → 100000004070318100
59,2,100000006866783100,distributor,1,True,0.830206,64725.0,100000004070318100 → 100000006866783100 → 100000004070318100
60,1,100000003988112100,peripheral,20,False,0.462011,64000.0,100000003988112100 → 100000004403675100 → 100000003988112100
60,2,100000004403675100,coordinator,20,False,0.88929,64000.0,100000003988112100 → 100000004403675100 → 100000003988112100
61,1,100000008547844100,coordinator,3,False,0.89891,61000.0,100000008547844100 → 100000008547948100 → 100000008547844100
61,2,100000008547948100,coordinator,3,False,0.917382,61000.0,100000008547844100 → 100000008547948100 → 100000008547844100
62,1,100000004070318100,distributor,1,False,0.879738,60059.0,100000004070318100 → 100000008346837100 → 100000005910114100 → 100000006866783100 → 100000004070318100
62,2,100000008346837100,coordinator,14,False,0.961321,60059.0,100000004070318100 → 100000008346837100 → 100000005910114100 → 100000006866783100 → 100000004070318100
62,3,100000005910114100,coordinator,1,False,0.943216,60059.0,100000004070318100 → 100000008346837100 → 100000005910114100 → 100000006866783100 → 100000004070318100
62,4,100000006866783100,distributor,1,True,0.830206,60059.0,100000004070318100 → 100000008346837100 → 100000005910114100 → 100000006866783100 → 100000004070318100
63,1,100000000031787100,transit,11,False,0.47089,60000.0,100000000031787100 → 100000000267734100 → 100000000031787100
63,2,100000000267734100,peripheral,11,False,0.470301,60000.0,100000000031787100 → 100000000267734100 → 100000000031787100
64,1,100000000594783100,peripheral,25,False,0.475054,60000.0,100000000594783100 → 100000002224132100 → 100000000594783100
64,2,100000002224132100,peripheral,25,False,0.587779,60000.0,100000000594783100 → 100000002224132100 → 100000000594783100
65,1,100000001965374100,peripheral,25,False,0.488601,60000.0,100000001965374100 → 100000005820746100 → 100000001965374100
65,2,100000005820746100,peripheral,25,False,0.395919,60000.0,100000001965374100 → 100000005820746100 → 100000001965374100
66,1,100000008314203100,peripheral,41,True,0.499081,60000.0,100000008314203100 → 100000008637537100 → 100000008314203100
66,2,100000008637537100,peripheral,41,True,0.602789,60000.0,100000008314203100 → 100000008637537100 → 100000008314203100
67,1,100000001732159100,peripheral,41,True,0.582587,60000.0,100000001732159100 → 100000008637537100 → 100000008314203100 → 100000001732159100
67,2,100000008637537100,peripheral,41,True,0.602789,60000.0,100000001732159100 → 100000008637537100 → 100000008314203100 → 100000001732159100
67,3,100000008314203100,peripheral,41,True,0.499081,60000.0,100000001732159100 → 100000008637537100 → 100000008314203100 → 100000001732159100
68,1,100000000552584100,peripheral,25,False,0.452169,57500.0,100000000552584100 → 100000004603109100 → 100000002224132100 → 100000000552584100
68,2,100000004603109100,peripheral,25,False,0.566145,57500.0,100000000552584100 → 100000004603109100 → 100000002224132100 → 100000000552584100
68,3,100000002224132100,peripheral,25,False,0.587779,57500.0,100000000552584100 → 100000004603109100 → 100000002224132100 → 100000000552584100
69,1,100000000552584100,peripheral,25,False,0.452169,57500.0,100000000552584100 → 100000004603109100 → 100000004892144100 → 100000002224132100 → 100000000552584100
69,2,100000004603109100,peripheral,25,False,0.566145,57500.0,100000000552584100 → 100000004603109100 → 100000004892144100 → 100000002224132100 → 100000000552584100
69,3,100000004892144100,peripheral,25,False,0.519762,57500.0,100000000552584100 → 100000004603109100 → 100000004892144100 → 100000002224132100 → 100000000552584100
69,4,100000002224132100,peripheral,25,False,0.587779,57500.0,100000000552584100 → 100000004603109100 → 100000004892144100 → 100000002224132100 → 100000000552584100
70,1,100000008193577100,peripheral,44,False,0.477388,56190.0,100000008193577100 → 100000008659445100 → 100000008193577100
70,2,100000008659445100,peripheral,44,True,0.402997,56190.0,100000008193577100 → 100000008659445100 → 100000008193577100
71,1,100000008193577100,peripheral,44,False,0.477388,56190.0,100000008193577100 → 100000008659445100 → 100000008736940100 → 100000008193577100
71,2,100000008659445100,peripheral,44,True,0.402997,56190.0,100000008193577100 → 100000008659445100 → 100000008736940100 → 100000008193577100
71,3,100000008736940100,peripheral,44,False,0.505555,56190.0,100000008193577100 → 100000008659445100 → 100000008736940100 → 100000008193577100
72,1,100000008193577100,peripheral,44,False,0.477388,56190.0,100000008193577100 → 100000008659445100 → 100000008751429100 → 100000008736940100 → 100000008193577100
72,2,100000008659445100,peripheral,44,True,0.402997,56190.0,100000008193577100 → 100000008659445100 → 100000008751429100 → 100000008736940100 → 100000008193577100
72,3,100000008751429100,peripheral,44,False,0.478425,56190.0,100000008193577100 → 100000008659445100 → 100000008751429100 → 100000008736940100 → 100000008193577100
72,4,100000008736940100,peripheral,44,False,0.505555,56190.0,100000008193577100 → 100000008659445100 → 100000008751429100 → 100000008736940100 → 100000008193577100
73,1,100000008603629100,coordinator,7,False,0.981072,55500.0,100000008603629100 → 100000008686313100 → 100000008603629100
73,2,100000008686313100,peripheral,1,False,0.702449,55500.0,100000008603629100 → 100000008686313100 → 100000008603629100
74,1,100000001382002100,transit,1,False,0.415118,55000.0,100000001382002100 → 100000005584222100 → 100000001382002100
74,2,100000005584222100,peripheral,1,False,0.542485,55000.0,100000001382002100 → 100000005584222100 → 100000001382002100
75,1,100000001616816100,peripheral,9,True,0.579875,53000.0,100000001616816100 → 100000001937767100 → 100000001616816100
75,2,100000001937767100,peripheral,15,False,0.565286,53000.0,100000001616816100 → 100000001937767100 → 100000001616816100
76,1,100000004017410100,peripheral,35,False,0.543213,52650.0,100000004017410100 → 100000004336312100 → 100000004017410100
76,2,100000004336312100,transit,35,False,0.665358,52650.0,100000004017410100 → 100000004336312100 → 100000004017410100
77,1,100000004041163100,peripheral,20,True,0.470773,50000.0,100000004041163100 → 100000005382566100 → 100000004041163100
77,2,100000005382566100,consolidator,20,True,0.751553,50000.0,100000004041163100 → 100000005382566100 → 100000004041163100
78,1,100000003242289100,coordinator,17,False,0.933085,49000.0,100000003242289100 → 100000008512552100 → 100000003242289100
78,2,100000008512552100,peripheral,17,False,0.662848,49000.0,100000003242289100 → 100000008512552100 → 100000003242289100
79,1,100000006169033100,peripheral,43,False,0.4124,49000.0,100000006169033100 → 100000008011159100 → 100000006169033100
79,2,100000008011159100,peripheral,43,False,0.631492,49000.0,100000006169033100 → 100000008011159100 → 100000006169033100
80,1,100000007511163100,peripheral,5,False,0.57014,49000.0,100000007511163100 → 100000008389800100 → 100000007511163100
80,2,100000008389800100,peripheral,5,False,0.586705,49000.0,100000007511163100 → 100000008389800100 → 100000007511163100
81,1,100000003242289100,coordinator,17,False,0.933085,49000.0,100000003242289100 → 100000008304139100 → 100000006866783100 → 100000004351795100 → 100000003242289100
81,2,100000008304139100,distributor,4,False,0.875222,49000.0,100000003242289100 → 100000008304139100 → 100000006866783100 → 100000004351795100 → 100000003242289100
81,3,100000006866783100,distributor,1,True,0.830206,49000.0,100000003242289100 → 100000008304139100 → 100000006866783100 → 100000004351795100 → 100000003242289100
81,4,100000004351795100,coordinator,1,False,0.884742,49000.0,100000003242289100 → 100000008304139100 → 100000006866783100 → 100000004351795100 → 100000003242289100
82,1,100000006866783100,distributor,1,True,0.830206,48100.0,100000006866783100 → 100000008686313100 → 100000006866783100
82,2,100000008686313100,peripheral,1,False,0.702449,48100.0,100000006866783100 → 100000008686313100 → 100000006866783100
83,1,100000000437046100,coordinator,1,False,0.977091,48100.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000004351795100 → 100000000437046100
83,2,100000008686313100,peripheral,1,False,0.702449,48100.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000004351795100 → 100000000437046100
83,3,100000006866783100,distributor,1,True,0.830206,48100.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000004351795100 → 100000000437046100
83,4,100000004351795100,coordinator,1,False,0.884742,48100.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000004351795100 → 100000000437046100
84,1,100000004351795100,coordinator,1,False,0.884742,48100.0,100000004351795100 → 100000008603629100 → 100000008686313100 → 100000006866783100 → 100000004351795100
84,2,100000008603629100,coordinator,7,False,0.981072,48100.0,100000004351795100 → 100000008603629100 → 100000008686313100 → 100000006866783100 → 100000004351795100
84,3,100000008686313100,peripheral,1,False,0.702449,48100.0,100000004351795100 → 100000008603629100 → 100000008686313100 → 100000006866783100 → 100000004351795100
84,4,100000006866783100,distributor,1,True,0.830206,48100.0,100000004351795100 → 100000008603629100 → 100000008686313100 → 100000006866783100 → 100000004351795100
85,1,100000000331309100,coordinator,6,False,0.973932,47187.0,100000000331309100 → 100000008686313100 → 100000006866783100 → 100000004403675100 → 100000000331309100
85,2,100000008686313100,peripheral,1,False,0.702449,47187.0,100000000331309100 → 100000008686313100 → 100000006866783100 → 100000004403675100 → 100000000331309100
85,3,100000006866783100,distributor,1,True,0.830206,47187.0,100000000331309100 → 100000008686313100 → 100000006866783100 → 100000004403675100 → 100000000331309100
85,4,100000004403675100,coordinator,20,False,0.88929,47187.0,100000000331309100 → 100000008686313100 → 100000006866783100 → 100000004403675100 → 100000000331309100
86,1,100000002781227100,transit,64,False,0.596729,46167.62,100000002781227100 → 100000002796853100 → 100000002781227100
86,2,100000002796853100,peripheral,64,False,0.39797,46167.62,100000002781227100 → 100000002796853100 → 100000002781227100
87,1,100000004390333100,distributor,1,False,0.795774,45751.0,100000004390333100 → 100000006866783100 → 100000004390333100
87,2,100000006866783100,distributor,1,True,0.830206,45751.0,100000004390333100 → 100000006866783100 → 100000004390333100
88,1,100000000437046100,coordinator,1,False,0.977091,45751.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000004390333100 → 100000000437046100
88,2,100000004070318100,distributor,1,False,0.879738,45751.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000004390333100 → 100000000437046100
88,3,100000006866783100,distributor,1,True,0.830206,45751.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000004390333100 → 100000000437046100
88,4,100000004390333100,distributor,1,False,0.795774,45751.0,100000000437046100 → 100000004070318100 → 100000006866783100 → 100000004390333100 → 100000000437046100
89,1,100000000437046100,coordinator,1,False,0.977091,45751.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000004390333100 → 100000000437046100
89,2,100000008686313100,peripheral,1,False,0.702449,45751.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000004390333100 → 100000000437046100
89,3,100000006866783100,distributor,1,True,0.830206,45751.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000004390333100 → 100000000437046100
89,4,100000004390333100,distributor,1,False,0.795774,45751.0,100000000437046100 → 100000008686313100 → 100000006866783100 → 100000004390333100 → 100000000437046100
90,1,100000004390333100,distributor,1,False,0.795774,45751.0,100000004390333100 → 100000008603629100 → 100000008686313100 → 100000006866783100 → 100000004390333100
90,2,100000008603629100,coordinator,7,False,0.981072,45751.0,100000004390333100 → 100000008603629100 → 100000008686313100 → 100000006866783100 → 100000004390333100
90,3,100000008686313100,peripheral,1,False,0.702449,45751.0,100000004390333100 → 100000008603629100 → 100000008686313100 → 100000006866783100 → 100000004390333100
90,4,100000006866783100,distributor,1,True,0.830206,45751.0,100000004390333100 → 100000008603629100 → 100000008686313100 → 100000006866783100 → 100000004390333100
91,1,100000006866783100,distributor,1,True,0.830206,43906.0,100000006866783100 → 100000008137435100 → 100000008686313100 → 100000006866783100
91,2,100000008137435100,peripheral,24,False,0.55642,43906.0,100000006866783100 → 100000008137435100 → 100000008686313100 → 100000006866783100
91,3,100000008686313100,peripheral,1,False,0.702449,43906.0,100000006866783100 → 100000008137435100 → 100000008686313100 → 100000006866783100
92,1,100000003016635100,distributor,5,True,0.825536,42930.0,100000003016635100 → 100000006579678100 → 100000003016635100
92,2,100000006579678100,peripheral,5,False,0.612203,42930.0,100000003016635100 → 100000006579678100 → 100000003016635100
93,1,100000004569484100,peripheral,8,False,0.576963,41000.0,100000004569484100 → 100000005704413100 → 100000004569484100
93,2,100000005704413100,distributor,8,False,0.84395,41000.0,100000004569484100 → 100000005704413100 → 100000004569484100
94,1,100000000297649100,peripheral,13,False,0.411532,40000.0,100000000297649100 → 100000001899164100 → 100000000297649100
94,2,100000001899164100,peripheral,13,False,0.664257,40000.0,100000000297649100 → 100000001899164100 → 100000000297649100
